0.08667,-0.259521,0.855591,-1.281738,14.953613,-3.90625,0
0.176392,-0.31311,1.230591,27.099609,9.277344,-102.783203,0
0.10498,-0.288452,0.924194,-22.521973,5.493164,92.468262,0
0.095459,-0.284058,0.936768,-0.305176,4.150391,8.422852,0
0.091919,-0.282715,0.935059,1.953125,1.708984,-5.493164,0
0.093628,-0.279907,0.931152,0.061035,1.098633,-1.403809,0
0.093628,-0.28064,0.932861,0.183105,1.159668,-0.366211,0
0.091553,-0.283813,0.933716,0.549316,1.098633,-0.061035,0
0.092529,-0.285767,0.93457,0.732422,0.915527,0.061035,0
0.091797,-0.285522,0.933716,0.671387,0.976562,0,0
0.091675,-0.286255,0.931763,0.549316,1.037598,-0.061035,0
0.091431,-0.285889,0.930664,0.244141,1.037598,0,0
0.093262,-0.280884,0.932739,-0.061035,1.220703,-0.061035,0
0.094971,-0.281616,0.934692,0.12207,1.342773,-0.183105,0
0.095703,-0.28186,0.934814,0.549316,1.281738,-0.244141,0
0.094482,-0.282837,0.935547,0.793457,1.037598,-0.305176,0
0.092896,-0.286621,0.935791,0.732422,0.671387,-0.488281,0
0.092773,-0.283325,0.934814,0.610352,0.610352,-0.427246,0
0.09314,-0.280029,0.933716,0.671387,0.549316,-0.427246,0
0.093262,-0.277466,0.932739,0.732422,0.732422,-0.610352,0
0.093628,-0.282959,0.937988,0.854492,0.793457,-0.488281,0
0.093018,-0.285767,0.937988,0.976562,0.732422,-0.427246,0
0.096069,-0.283447,0.938843,0.915527,0.610352,-0.366211,0
0.098267,-0.283447,0.937744,0.915527,0.732422,-0.427246,0
0.099365,-0.282227,0.9375,0.915527,0.488281,-0.427246,0
0.098999,-0.283936,0.937134,0.976562,0.244141,-0.671387,0
0.097046,-0.285034,0.938232,0.793457,0.183105,-0.610352,0
0.095459,-0.287842,0.937256,0.793457,0.183105,-0.549316,0
0.095337,-0.287964,0.938599,0.549316,0.305176,-0.366211,0
0.094849,-0.285767,0.940308,0.244141,0.610352,-0.12207,0
0.096191,-0.284302,0.944214,0.366211,0.732422,-0.061035,0
0.098633,-0.286621,0.946899,0.366211,0.915527,0.12207,0
0.098877,-0.286987,0.946411,0.366211,0.854492,0.305176,0
0.098145,-0.286377,0.946167,0.305176,0.732422,0.305176,0
0.09668,-0.28772,0.948608,-0.12207,0.732422,0.427246,0
0.096436,-0.284302,0.947144,-0.305176,0.793457,0.305176,0
0.095093,-0.278564,0.948975,-0.12207,0.915527,0.183105,0
0.093262,-0.277344,0.94751,0.12207,1.220703,0.244141,0
0.095581,-0.278931,0.946777,0.427246,1.525879,0.305176,0
0.095215,-0.283569,0.947388,0.549316,1.831055,0.610352,0
0.095337,-0.286255,0.945312,0.549316,2.01416,0.610352,0
0.097656,-0.284912,0.94458,0.183105,2.319336,0.366211,0
0.098267,-0.283203,0.943237,-0.305176,2.502441,0.183105,0
0.099976,-0.277344,0.942871,-0.549316,2.746582,0.12207,0
0.102539,-0.275146,0.942993,-0.488281,2.807617,0.061035,0
0.101685,-0.277832,0.942139,-0.366211,2.807617,0,0
0.103149,-0.278809,0.938477,-0.183105,2.807617,0,0
0.105103,-0.273804,0.938843,-0.061035,2.807617,0.183105,0
0.106812,-0.275879,0.938721,-0.061035,2.868652,0.183105,0
0.106812,-0.279297,0.941284,0.061035,2.868652,0.061035,0
0.106079,-0.28064,0.941528,0.061035,2.685547,0,0
0.104492,-0.28064,0.939209,-0.183105,2.441406,-0.244141,0
0.102905,-0.278198,0.936646,-0.488281,2.502441,-0.12207,0
0.104248,-0.275024,0.935059,-0.366211,2.563477,-0.244141,0
0.103394,-0.27478,0.93457,-0.366211,2.746582,-0.366211,0
0.102295,-0.274902,0.933838,-0.305176,2.868652,-0.305176,0
