0.079224,-0.291016,0.850708,-3.540039,5.92041,-2.197266,0
0.025146,-0.305176,0.783325,32.958984,6.958008,-125.12207,0
0.0802,-0.325195,0.92981,-34.484863,6.164551,137.390137,0
0.070557,-0.318237,0.93042,-1.831055,3.90625,18.371582,0
0.070923,-0.317505,0.928711,3.173828,1.525879,-4.882812,0
0.070312,-0.316895,0.925903,1.281738,0.671387,-0.732422,0
0.069824,-0.31604,0.924194,1.403809,0.854492,0.244141,0
0.071777,-0.317383,0.926514,1.586914,1.159668,0.427246,0
0.072021,-0.318359,0.925781,1.342773,0.915527,0.488281,0
0.072876,-0.31604,0.922974,1.464844,0.671387,0.610352,0
0.074463,-0.311768,0.919556,1.525879,0.610352,0.366211,0
0.07666,-0.309082,0.916748,1.464844,0.427246,0.366211,0
0.074585,-0.308228,0.916138,1.586914,0.244141,0.12207,0
0.074829,-0.310669,0.918823,1.647949,0.061035,0,0
0.075195,-0.3125,0.921509,1.586914,-0.12207,-0.061035,0
0.072266,-0.31604,0.921143,1.89209,-0.305176,-0.12207,0
0.072266,-0.317871,0.920532,1.77002,-0.366211,-0.061035,0
0.07373,-0.317383,0.918457,1.342773,-0.488281,-0.183105,0
0.075073,-0.315796,0.922607,0.793457,-0.427246,-0.183105,0
0.072632,-0.316772,0.923584,0.671387,-0.549316,-0.183105,0
0.073364,-0.317993,0.92395,0.854492,-0.610352,-0.183105,0
0.077393,-0.319824,0.924683,0.854492,-0.549316,-0.244141,0
0.080078,-0.32019,0.926147,0.915527,-0.549316,-0.244141,0
0.078125,-0.322021,0.927979,0.793457,-0.610352,-0.427246,0
0.077026,-0.322266,0.926514,0.976562,-0.854492,-0.610352,0
0.077881,-0.322388,0.924316,1.037598,-0.732422,-0.488281,0
0.078003,-0.322876,0.925415,1.037598,-0.488281,-0.671387,0
0.075562,-0.323975,0.927002,1.098633,-0.427246,-0.671387,0
0.073486,-0.324097,0.924561,1.342773,-0.244141,-0.610352,0
0.074341,-0.321289,0.925659,1.464844,-0.244141,-0.427246,0
0.073975,-0.319214,0.928345,1.77002,0.183105,-0.427246,0
0.071289,-0.322632,0.929687,2.258301,0.610352,-0.244141,0
0.071045,-0.324097,0.928467,2.258301,0.915527,-0.305176,0
0.070923,-0.321777,0.927979,2.01416,1.037598,-0.183105,0
0.070679,-0.319214,0.928101,1.77002,1.281738,-0.183105,0
0.071289,-0.316772,0.926025,1.831055,1.342773,-0.183105,0
0.070068,-0.318726,0.92749,1.647949,1.525879,-0.12207,0
0.071289,-0.317749,0.926392,1.77002,1.464844,0.061035,0
0.071411,-0.312256,0.924316,1.831055,1.464844,0,0
0.072021,-0.310425,0.923096,1.953125,1.403809,-0.12207,0
0.072632,-0.316895,0.922729,2.01416,1.220703,0,0
0.071411,-0.319946,0.923096,1.647949,1.098633,0,0
