0.149902,-0.053223,0.879761,-2.868652,6.103516,-2.197266,0
0.046265,-0.027344,0.633057,37.231445,6.530762,-131.713867,0
0.161743,-0.084717,0.970947,-40.95459,6.164551,154.052734,0
0.15332,-0.06604,0.964355,-3.051758,3.173828,21.240234,0
0.150391,-0.064941,0.964111,3.417969,0.610352,-5.493164,0
0.149048,-0.0625,0.960083,1.281738,-0.183105,-1.098633,0
0.148193,-0.05896,0.959961,0.915527,-0.12207,-0.244141,0
0.146851,-0.059692,0.961792,1.220703,0.12207,-0.061035,0
0.14624,-0.061035,0.963135,1.403809,0.183105,0,0
0.145386,-0.056641,0.959351,1.464844,0.244141,-0.183105,0
0.145142,-0.05481,0.957886,1.586914,0.427246,-0.244141,0
0.146606,-0.056152,0.95813,1.586914,0.488281,-0.305176,0
0.147705,-0.058472,0.958984,1.708984,0.610352,-0.244141,0
0.149536,-0.055908,0.95813,1.647949,0.610352,-0.366211,0
0.151367,-0.055664,0.955688,1.708984,0.671387,-0.549316,0
0.154419,-0.060181,0.957397,2.01416,0.610352,-0.549316,0
0.154175,-0.061768,0.959229,1.708984,0.305176,-0.488281,0
0.154053,-0.057983,0.955933,1.403809,0.12207,-0.488281,0
0.153564,-0.055176,0.955566,1.281738,0,-0.549316,0
0.154907,-0.056519,0.958984,1.281738,0,-0.427246,0
0.154053,-0.055786,0.960815,1.342773,-0.244141,-0.366211,0
0.151489,-0.054443,0.960693,1.403809,-0.244141,-0.488281,0
0.152588,-0.054565,0.959595,1.586914,-0.366211,-0.427246,0
0.154785,-0.057617,0.962158,1.647949,-0.244141,-0.366211,0
0.154785,-0.058716,0.964478,1.586914,-0.305176,-0.366211,0
0.153076,-0.057617,0.966064,1.342773,-0.366211,-0.610352,0
0.152222,-0.057129,0.966309,1.037598,-0.305176,-0.610352,0
0.154175,-0.055542,0.96521,0.915527,-0.12207,-0.732422,0
0.154053,-0.054687,0.964966,0.854492,0.061035,-0.610352,0
0.151245,-0.057251,0.967407,0.915527,0.12207,-0.610352,0
0.150024,-0.057129,0.966797,1.037598,0.183105,-0.488281,0
0.150635,-0.056274,0.964722,0.915527,0.549316,-0.610352,0
0.151855,-0.058594,0.96167,1.037598,0.793457,-0.427246,0
0.153198,-0.060181,0.962036,1.220703,0.732422,-0.427246,0
0.153564,-0.057983,0.962402,1.159668,0.732422,-0.488281,0
0.152466,-0.058472,0.962036,1.098633,0.854492,-0.488281,0
0.153564,-0.062134,0.959717,1.342773,0.793457,-0.488281,0
0.155518,-0.063232,0.957886,1.342773,0.732422,-0.488281,0
0.155762,-0.063843,0.956055,0.976562,0.549316,-0.488281,0
0.154297,-0.0625,0.956665,0.793457,0.427246,-0.305176,0
0.154297,-0.062012,0.95752,0.671387,0.366211,-0.12207,0
0.151855,-0.062256,0.959106,0.610352,0.183105,-0.12207,0
0.14917,-0.064331,0.961792,0.793457,0.244141,-0.12207,0
0.150024,-0.064331,0.963745,0.915527,0.244141,0,0
